Company name,ASX code,GICS industry group
OCEANIA CAPITAL PARTNERS LIMITED,OCP,Diversified Financials
ODIN METALS LIMITED,ODM,Materials
OFX GROUP LIMITED,OFX,Diversified Financials
OIL SEARCH LIMITED,OSH,Energy
OKLO RESOURCES LIMITED,OKU,Materials
OLIVER'S REAL FOOD LIMITED,OLI,Consumer Services
OM HOLDINGS LIMITED,OMH,Materials
ONCOSIL MEDICAL LTD,OSL,"Pharmaceuticals, Biotechnology & Life Sciences"
ONEMARKET LIMITED,OMN,Software & Services
ONEVIEW HEALTHCARE PLC,ONE,Health Care Equipment & Services
ONEVUE HOLDINGS LIMITED,OVH,Diversified Financials
OOH!MEDIA LIMITED,OML,Media & Entertainment
OPENDNA LIMITED,OPN,Software & Services
OPHIR HIGH CONVICTION FUND,OPH,Not Applic
OPTHEA LIMITED,OPT,"Pharmaceuticals, Biotechnology & Life Sciences"
OPTISCAN IMAGING LIMITED,OIL,Health Care Equipment & Services
ORA GOLD LIMITED,OAU,Materials
ORBITAL CORPORATION LIMITED,OEC,Capital Goods
ORCODA LIMITED,ODA,Software & Services
ORICA LIMITED,ORI,Materials
ORIGIN ENERGY LIMITED,ORG,Energy
ORION MINERALS LTD,ORN,Materials
ORMINEX LTD,ONX,Materials
ORO VERDE LIMITED,OVL,Materials
OROCOBRE LIMITED,ORE,Materials
ORORA LIMITED,ORA,Materials
ORTHOCELL LIMITED,OCC,"Pharmaceuticals, Biotechnology & Life Sciences"
OSPREY MEDICAL INC,OSP,Health Care Equipment & Services
OTHERLEVELS HOLDINGS LIMITED,OLV,Software & Services
OTTO ENERGY LIMITED,OEL,Energy
OVATO LIMITED,OVT,Commercial & Professional Services
OVENTUS MEDICAL LIMITED,OVN,Health Care Equipment & Services
OVER THE WIRE HOLDINGS LIMITED,OTW,Software & Services
OZ MINERALS LIMITED,OZL,Materials
OZGROWTH LIMITED,OZG,Not Applic
P2P TRANSPORT LIMITED,P2P,Transportation
PACIFIC BAUXITE LIMITED,PBX,Materials
PACIFIC CURRENT GROUP LIMITED,PAC,Diversified Financials
PACIFIC ENERGY LIMITED,PEA,Utilities
PACIFIC SMILES GROUP LIMITED,PSQ,Health Care Equipment & Services
PACIFICO MINERALS LIMITED,PMY,Materials
PACT GROUP HOLDINGS LTD,PGH,Materials
PAINCHEK LTD,PCK,Health Care Equipment & Services
PALADIN ENERGY LTD,PDN,Energy
PANCONTINENTAL OIL & GAS NL,PCL,Energy
PANORAMIC RESOURCES LIMITED,PAN,Materials
PANTERRA GOLD LIMITED,PGI,Materials
PANTORO LIMITED,PNR,Materials
PAPYRUS AUSTRALIA LIMITED,PPY,Materials
PARADIGM BIOPHARMACEUTICALS LIMITED..,PAR,"Pharmaceuticals, Biotechnology & Life Sciences"
PARAGON CARE LIMITED,PGC,Health Care Equipment & Services
PARINGA RESOURCES LIMITED,PNL,Energy
PATRYS LIMITED,PAB,"Pharmaceuticals, Biotechnology & Life Sciences"
PAYGROUP LIMITED,PYG,Software & Services
PEAK RESOURCES LIMITED,PEK,Materials
PEARL GLOBAL LIMITED,PG1,Commercial & Professional Services
PEEL MINING LIMITED,PEX,Materials
PEET LIMITED,PPC,Real Estate
PENDAL GROUP LIMITED,PDL,Diversified Financials
PENGANA CAPITAL GROUP LIMITED,PCG,Diversified Financials
PENGANA INTERNATIONAL EQUITIES LIMITED,PIA,Not Applic
PENGANA PRIVATE EQUITY TRUST,PE1,Not Applic
PENINSULA ENERGY LIMITED,PEN,Energy
PENINSULA MINES LIMITED,PSM,Materials
PENTAL LIMITED,PTL,Household & Personal Products
PEOPLE INFRASTRUCTURE LTD,PPE,Commercial & Professional Services
PERPETUAL CREDIT INCOME TRUST,PCI,Not Applic
PERPETUAL EQUITY INVESTMENT COMPANY LIMITED,PIC,Not Applic
PERPETUAL LIMITED,PPT,Diversified Financials
PERPETUAL RESOURCES LIMITED,PEC,Materials
PERSEUS MINING LIMITED,PRU,Materials
PETRATHERM LTD,PTR,Materials
PETSEC ENERGY LIMITED,PSA,Energy
PHARMAUST LIMITED,PAA,"Pharmaceuticals, Biotechnology & Life Sciences"
PHARMAXIS LTD,PXS,"Pharmaceuticals, Biotechnology & Life Sciences"
PHOSLOCK ENVIRONMENTAL TECHNOLOGIES LIMITED,PET,Commercial & Professional Services
PIEDMONT LITHIUM LTD,PLL,Materials
PILBARA MINERALS LIMITED,PLS,Materials
PINNACLE INVESTMENT MANAGEMENT GROUP LIMITED,PNI,Diversified Financials
PIONEER CREDIT LIMITED,PNC,Diversified Financials
PIONEER RESOURCES LIMITED,PIO,Materials
PIVOTAL SYSTEMS CORPORATION,PVS,Semiconductors & Semiconductor Equipment
PLATINA RESOURCES LIMITED,PGM,Materials
PLATINUM ASIA INVESTMENTS LIMITED,PAI,Not Applic
PLATINUM ASSET MANAGEMENT LIMITED,PTM,Diversified Financials
PLATINUM CAPITAL LIMITED,PMC,Not Applic
PLATO INCOME MAXIMISER LIMITED.,PL8,Not Applic
PM CAPITAL ASIAN OPPORTUNITIES FUND LIMITED,PAF,Not Applic
PM CAPITAL GLOBAL OPPORTUNITIES FUND LIMITED,PGF,Not Applic
PNX METALS LIMITED,PNX,Materials
PO VALLEY ENERGY LIMITED,PVE,Energy
POINTERRA LIMITED,3DP,Software & Services
POLYNOVO LIMITED,PNV,Health Care Equipment & Services
POSEIDON NICKEL LIMITED,POS,Materials
POWERWRAP LIMITED,PWL,Diversified Financials
PPK GROUP LIMITED,PPK,Capital Goods
PRAEMIUM LIMITED,PPS,Software & Services
PREMIER INVESTMENTS LIMITED,PMV,Retailing
PRESCIENT THERAPEUTICS LIMITED,PTX,"Pharmaceuticals, Biotechnology & Life Sciences"
PRIME MEDIA GROUP LIMITED,PRT,Media & Entertainment
PRO MEDICUS LIMITED,PME,Health Care Equipment & Services
PRO-PAC PACKAGING LIMITED,PPG,Materials
PROBIOTEC LIMITED,PBP,"Pharmaceuticals, Biotechnology & Life Sciences"
PRODIGY GOLD NL,PRX,Materials
PROPEL FUNERAL PARTNERS LIMITED,PFP,Consumer Services
PROPHECY INTERNATIONAL HOLDINGS LIMITED,PRO,Software & Services
PROSPECT RESOURCES LIMITED,PSC,Materials
PROTEAN ENERGY LIMITED,POW,Capital Goods
PROTEOMICS INTERNATIONAL LABORATORIES LTD,PIQ,"Pharmaceuticals, Biotechnology & Life Sciences"
PS&C LIMITED,PSZ,Commercial & Professional Services
PTB GROUP LIMITED,PTB,Capital Goods
PURA VIDA ENERGY NL,PVD,Energy
PURE ALUMINA LIMITED,PUA,Materials
PURE MINERALS LIMITED,PM1,Materials
PURIFLOH LIMITED,PO3,Utilities
PURSUIT MINERALS LTD,PUR,Materials
PUSHPAY HOLDINGS LIMITED,PPH,Software & Services
PWR HOLDINGS LIMITED,PWH,Automobiles & Components
Q TECHNOLOGY GROUP LIMITED,QTG,Technology Hardware & Equipment
QANTAS AIRWAYS LIMITED,QAN,Transportation
QANTM INTELLECTUAL PROPERTY LIMITED,QIP,Commercial & Professional Services
QBE INSURANCE GROUP LIMITED,QBE,Insurance
QMS MEDIA LIMITED,QMS,Media & Entertainment
QUALITAS REAL ESTATE INCOME FUND,QRI,Not Applic
QUANTIFY TECHNOLOGY HOLDINGS LIMITED,QFY,Technology Hardware & Equipment
QUANTUM GRAPHITE LIMITED,QGL,Materials
QUANTUM HEALTH GROUP LIMITED,QTM,Health Care Equipment & Services
QUBE HOLDINGS LIMITED,QUB,Transportation
QUICKSTEP HOLDINGS LIMITED,QHL,Capital Goods
QV EQUITIES LIMITED,QVE,Not Applic
RACE ONCOLOGY LTD,RAC,"Pharmaceuticals, Biotechnology & Life Sciences"
RAFAELLA RESOURCES LTD.,RFR,Materials
RAIDEN RESOURCES LIMITED,RDN,Materials
RAIZ INVEST LIMITED,RZI,Diversified Financials
RAMELIUS RESOURCES LIMITED,RMS,Materials
RAMSAY HEALTH CARE LIMITED,RHC,Health Care Equipment & Services
RAND MINING LIMITED,RND,Materials
RBR GROUP LIMITED,RBR,Materials
REA GROUP LTD,REA,Media & Entertainment
READCLOUD LIMITED,RCL,Media & Entertainment
READYTECH HOLDINGS LIMITED,RDY,Software & Services
REAL ENERGY CORPORATION LIMITED,RLE,Energy
RECCE PHARMACEUTICALS LTD,RCE,"Pharmaceuticals, Biotechnology & Life Sciences"
RECKON LIMITED,RKN,Software & Services
RECTIFIER TECHNOLOGIES LTD,RFT,Capital Goods
RED 5 LIMITED,RED,Materials
RED EMPEROR RESOURCES NL,RMP,Energy
RED METAL LIMITED,RDM,Materials
RED RIVER RESOURCES LIMITED,RVR,Materials
RED SKY ENERGY LIMITED.,ROG,Energy
REDBUBBLE LIMITED,RBL,Retailing
REDCAPE HOTEL GROUP,RDC,Consumer Services
REDFLEX HOLDINGS LIMITED,RDF,Technology Hardware & Equipment
REDFLOW LIMITED,RFX,Capital Goods
REECE LIMITED,REH,Capital Goods
REEDY LAGOON CORPORATION LIMITED,RLC,Materials
REFFIND LIMITED,RFN,Software & Services
REGENEUS LTD,RGS,"Pharmaceuticals, Biotechnology & Life Sciences"
REGIONAL EXPRESS HOLDINGS LIMITED,REX,Transportation
REGIS HEALTHCARE LIMITED,REG,Health Care Equipment & Services
REGIS RESOURCES LIMITED,RRL,Materials
RELIANCE WORLDWIDE CORPORATION LIMITED,RWC,Capital Goods
RENASCOR RESOURCES LIMITED,RNU,Energy
RENT.COM.AU LIMITED,RNT,Media & Entertainment
RENU ENERGY LIMITED,RNE,Utilities
RESAPP HEALTH LIMITED,RAP,Health Care Equipment & Services
RESIMAC GROUP LTD,RMC,Banks
RESMED INC,RMD,Health Care Equipment & Services
RESOLUTE MINING LIMITED,RSG,Materials
RESONANCE HEALTH LIMITED,RHT,Health Care Equipment & Services
RESOURCE GENERATION LIMITED,RES,Energy
RESOURCE MINING CORPORATION LIMITED,RMI,Materials
RESPIRI LIMITED,RSH,Health Care Equipment & Services
RETAIL FOOD GROUP LIMITED,RFG,Consumer Services
REVASUM INC.,RVS,Semiconductors & Semiconductor Equipment
REWARDLE HOLDINGS LIMITED,RXH,Media & Entertainment
REX MINERALS LIMITED,RXM,Materials
REY RESOURCES LIMITED,REY,Energy
RHINOMED LIMITED,RNO,"Pharmaceuticals, Biotechnology & Life Sciences"
RHIPE LIMITED,RHP,Software & Services
RHYTHM BIOSCIENCES LIMITED,RHY,Health Care Equipment & Services
RIDLEY CORPORATION LIMITED,RIC,"Food, Beverage & Tobacco"
RIMFIRE PACIFIC MINING NL,RIM,Materials
RIO TINTO LIMITED,RIO,Materials
RMA GLOBAL LIMITED,RMY,Media & Entertainment
ROOTS SUSTAINABLE AGRICULTURAL TECHNOLOGIES LTD,ROO,Capital Goods
ROTO-GRO INTERNATIONAL LIMITED,RGI,Capital Goods
ROX RESOURCES LIMITED,RXL,Materials
RPMGLOBAL HOLDINGS LIMITED,RUL,Software & Services
RUMBLE RESOURCES LIMITED,RTR,Materials
RURAL FUNDS GROUP,RFF,Real Estate
RURALCO HOLDINGS LIMITED,RHL,Retailing
RXP SERVICES LIMITED,RXP,Software & Services
RYDER CAPITAL LIMITED,RYD,Not Applic
S2 RESOURCES LTD,S2R,Materials
SABRE RESOURCES LIMITED,SBR,Materials
SAFEROADS HOLDINGS LIMITED,SRH,Technology Hardware & Equipment
SALMAT LIMITED,SLM,Media & Entertainment
SALT LAKE POTASH LIMITED,SO4,Materials
SANDFIRE RESOURCES NL,SFR,Materials
SANTA FE MINERALS LTD,SFM,Materials
SANTANA MINERALS LIMITED,SMI,Materials
SANTOS LIMITED,STO,Energy
SARACEN MINERAL HOLDINGS LIMITED,SAR,Materials
SAUNDERS INTERNATIONAL LIMITED,SND,Capital Goods
SAYONA MINING LIMITED,SYA,Materials
SCANDIVANADIUM LTD,SVD,Materials
SCENTRE GROUP,SCG,Real Estate
SCHAFFER CORPORATION LIMITED,SFC,Automobiles & Components
SCHROLE GROUP LTD,SCL,Software & Services
SCOUT SECURITY LIMITED,SCT,Consumer Services
SDI LIMITED,SDI,Health Care Equipment & Services
SEAFARMS GROUP LIMITED,SFG,"Food, Beverage & Tobacco"
SEALINK TRAVEL GROUP LIMITED,SLK,Consumer Services
SECOS GROUP LTD,SES,Materials
SECURITY MATTERS LIMITED,SMX,Software & Services
SEEK LIMITED,SEK,Commercial & Professional Services
SELECT HARVESTS LIMITED,SHV,"Food, Beverage & Tobacco"
SENETAS CORPORATION LIMITED,SEN,Technology Hardware & Equipment
SENEX ENERGY LIMITED,SXY,Energy
SENSEN NETWORKS LIMITED,SNS,Software & Services
SENSERA LIMITED,SE1,Semiconductors & Semiconductor Equipment
SEQUOIA FINANCIAL GROUP LTD,SEQ,Diversified Financials
SERKO LIMITED,SKO,Software & Services
SERVCORP LIMITED,SRV,Real Estate
SERVICE STREAM LIMITED,SSM,Capital Goods
SEVEN GROUP HOLDINGS LIMITED,SVW,Capital Goods
SEVEN WEST MEDIA LIMITED,SWM,Media & Entertainment
SG FLEET GROUP LIMITED,SGF,Commercial & Professional Services
SHAREROOT LTD,SRO,Software & Services
SHAVER SHOP GROUP LIMITED,SSG,Retailing
SHEFFIELD RESOURCES LIMITED,SFX,Materials
SHEKEL BRAINWEIGH LTD,SBW,Class Pend
SHINE CORPORATE LTD,SHJ,Consumer Services
SHOPPING CENTRES AUSTRALASIA PROPERTY GROUP,SCP,Real Estate
SHRIRO HOLDINGS LIMITED,SHM,Consumer Durables & Apparel
SIENNA CANCER DIAGNOSTICS LIMITED,SDX,"Pharmaceuticals, Biotechnology & Life Sciences"
SIGMA HEALTHCARE LIMITED,SIG,Health Care Equipment & Services
SILEX SYSTEMS LIMITED,SLX,Semiconductors & Semiconductor Equipment
SILVER CHEF LIMITED,SIV,Capital Goods
SILVER LAKE RESOURCES LIMITED,SLR,Materials
SILVER MINES LIMITED,SVL,Materials
SIMBLE SOLUTIONS LIMITED,SIS,Software & Services
SIMONDS GROUP LIMITED,SIO,Consumer Durables & Apparel
SIMS METAL MANAGEMENT LIMITED,SGM,Materials
SIPA RESOURCES LIMITED,SRI,Materials
SIX SIGMA METALS LIMITED,SI6,Materials
SKIN ELEMENTS LIMITED,SKN,Household & Personal Products
SKY NETWORK TELEVISION LIMITED.,SKT,Media & Entertainment
SKYCITY ENTERTAINMENT GROUP LIMITED,SKC,Consumer Services
SKYFII LTD,SKF,Software & Services
SLATER & GORDON LIMITED,SGH,Consumer Services
SMART PARKING LIMITED,SPZ,Technology Hardware & Equipment
SMARTGROUP CORPORATION LTD,SIQ,Commercial & Professional Services
SMILES INCLUSIVE LIMITED,SIL,Health Care Equipment & Services
SOMNOMED LIMITED,SOM,Health Care Equipment & Services
SONIC HEALTHCARE LIMITED,SHL,Health Care Equipment & Services
SOUTH32 LIMITED,S32,Materials
SOUTHERN CROSS ELECTRICAL ENGINEERING LTD,SXE,Capital Goods
SOUTHERN CROSS MEDIA GROUP LIMITED,SXL,Media & Entertainment
SOVEREIGN METALS LIMITED,SVM,Materials
SPARK INFRASTRUCTURE GROUP,SKI,Utilities
SPARK NEW ZEALAND LIMITED,SPK,Telecommunication Services
SPDR S&P/ASX 200 FUND,STW,Not Applic
SPDR S&P/ASX 200 LISTED PROPERTY FUND,SLF,Not Applic
SPDR S&P/ASX 50 FUND,SFY,Not Applic
SPECIALITY METALS INTERNATIONAL LIMITED,SEI,Materials
SPECTRUM METALS LIMITED,SPX,Materials
SPECTUR LIMITED,SP3,Technology Hardware & Equipment
SPEEDCAST INTERNATIONAL LIMITED,SDA,Telecommunication Services
SPHERIA EMERGING COMPANIES LIMITED,SEC,Not Applic
SPICERS LIMITED,SRS,Capital Goods
SPIRIT TELECOM LIMITED,ST1,Telecommunication Services
SPLITIT PAYMENTS LTD,SPT,Software & Services
SPORTSHERO LIMITED,SHO,Media & Entertainment
SPOTLESS GROUP HOLDINGS LIMITED,SPO,Commercial & Professional Services
SRG GLOBAL LIMITED,SRG,Capital Goods
ST BARBARA LIMITED,SBM,Materials
ST GEORGE MINING LIMITED,SGQ,Materials
STANMORE COAL LIMITED,SMR,Energy
STAR COMBO PHARMA LIMITED,S66,Household & Personal Products
STARPHARMA HOLDINGS LIMITED,SPL,"Pharmaceuticals, Biotechnology & Life Sciences"
STATE GAS LIMITED,GAS,Energy
STAVELY MINERALS LIMITED,SVY,Materials
STEADFAST GROUP LIMITED,SDF,Insurance
STELLAR RESOURCES LIMITED,SRZ,Materials
STEMCELL UNITED LIMITED,SCU,"Pharmaceuticals, Biotechnology & Life Sciences"
STOCKLAND,SGP,Real Estate
STORY-I LIMITED,SRY,Retailing
STRAKER TRANSLATIONS LIMITED,STG,Media & Entertainment
STRANDLINE RESOURCES LIMITED,STA,Materials
STRATEGIC ELEMENTS LIMITED,SOR,Diversified Financials
STRATEGIC ENERGY RESOURCES LIMITED,SER,Materials
STRIKE ENERGY LIMITED,STX,Energy
STRIKE RESOURCES LIMITED,SRK,Materials
STRUCTURAL MONITORING SYSTEMS PLC,SMN,Technology Hardware & Equipment
SUDA PHARMACEUTICALS LTD,SUD,"Pharmaceuticals, Biotechnology & Life Sciences"
SULTAN RESOURCES LTD,SLZ,Materials
SUN RESOURCES NL,SUR,Energy
SUNCORP GROUP LIMITED,SUN,Insurance
SUNDANCE ENERGY AUSTRALIA LIMITED,SEA,Energy
SUNLAND GROUP LIMITED,SDG,Real Estate
SUNSTONE METALS LTD,STM,Materials
SUPER RETAIL GROUP LIMITED,SUL,Retailing
SUPERIOR LAKE RESOURCES LIMITED,SUP,Materials
SUPERIOR RESOURCES LIMITED,SPQ,Materials
SUPERLOOP LIMITED,SLC,Telecommunication Services
SUPPLY NETWORK LIMITED,SNL,Retailing
SWICK MINING SERVICES LTD,SWK,Materials
SWIFT MEDIA LIMITED,SW1,Media & Entertainment
SYDNEY AIRPORT,SYD,Transportation
SYNLAIT MILK LIMITED,SM1,"Food, Beverage & Tobacco"
SYNTONIC LIMITED,SYT,Software & Services
SYRAH RESOURCES LIMITED,SYR,Materials
TABCORP HOLDINGS LIMITED,TAH,Consumer Services
TALGA RESOURCES LTD,TLG,Materials
TALISMAN MINING LIMITED,TLM,Materials
TALON PETROLEUM LIMITED,TPD,Energy
TAMAWOOD LIMITED,TWD,Consumer Durables & Apparel
TANAMI GOLD NL,TAM,Materials
TANDO RESOURCES LIMITED,TNO,Materials
TANGA RESOURCES LIMITED,TRL,Materials
TAP OIL LIMITED,TAP,Energy
TASFOODS LIMITED,TFL,"Food, Beverage & Tobacco"
TASMAN RESOURCES LTD,TAS,Materials
TASSAL GROUP LIMITED,TGR,"Food, Beverage & Tobacco"
TBG DIAGNOSTICS LIMITED,TDL,"Pharmaceuticals, Biotechnology & Life Sciences"
TEAMINVEST PRIVATE GROUP LIMITED,TIP,Diversified Financials
TECHNOLOGY METALS AUSTRALIA LIMITED,TMT,Materials
TECHNOLOGY ONE LIMITED,TNE,Software & Services
TELIX PHARMACEUTICALS LIMITED,TLX,"Pharmaceuticals, Biotechnology & Life Sciences"
TELSTRA CORPORATION LIMITED.,TLS,Telecommunication Services
TEMPLE & WEBSTER GROUP LTD,TPW,Retailing
TEMPLETON GLOBAL GROWTH FUND LIMITED,TGG,Not Applic
TEMPUS RESOURCES LTD,TMR,Materials
TERRACOM LIMITED,TER,Energy
TERRAMIN AUSTRALIA LIMITED.,TZN,Materials
THC GLOBAL GROUP LIMITED,THC,"Pharmaceuticals, Biotechnology & Life Sciences"
THE A2 MILK COMPANY LIMITED,A2M,"Food, Beverage & Tobacco"
THE AGENCY GROUP AUSTRALIA LTD,AU1,Real Estate
THE BETMAKERS HOLDINGS LTD,TBH,Consumer Services
THE CITADEL GROUP LIMITED,CGL,Software & Services
THE DATA EXCHANGE NETWORK LIMITED,DXN,Software & Services
THE FOOD REVOLUTION GROUP LIMITED,FOD,"Food, Beverage & Tobacco"
THE PAS GROUP LIMITED,PGR,Retailing
THE REJECT SHOP LIMITED,TRS,Retailing
THE STAR ENTERTAINMENT GROUP LIMITED,SGR,Consumer Services
THETA GOLD MINES LIMITED,TGM,Materials
THINK CHILDCARE LIMITED,TNK,Consumer Services
THOR MINING PLC,THR,Materials
THORN GROUP LIMITED,TGA,Retailing
THORNEY OPPORTUNITIES LTD,TOP,Not Applic
THORNEY TECHNOLOGIES LTD,TEK,Not Applic
TIAN AN AUSTRALIA LIMITED,TIA,Real Estate
TIETTO MINERALS LIMITED,TIE,Materials
TIGERS REALM COAL LIMITED,TIG,Materials
TINYBEANS GROUP LTD,TNY,Media & Entertainment
TITANIUM SANDS LIMITED,TSL,Materials
TITOMIC LIMITED,TTT,Materials
TLOU ENERGY LIMITED,TOU,Energy
TNG LIMITED,TNG,Materials
TNT MINES LIMITED,TIN,Materials
TODD RIVER RESOURCES LIMITED,TRT,Materials
TOMIZONE LIMITED,TOM,Telecommunication Services
TORO ENERGY LIMITED,TOE,Energy
TOTAL BRAIN LIMITED,TTB,Health Care Equipment & Services
TPC CONSOLIDATED LIMITED,TPC,Utilities
TPG TELECOM LIMITED,TPM,Telecommunication Services
TPI ENTERPRISES LIMITED,TPE,"Pharmaceuticals, Biotechnology & Life Sciences"
TRAFFIC TECHNOLOGIES LTD.,TTI,Transportation
TRAKA RESOURCES LIMITED,TKL,Materials
TRANSACTION SOLUTIONS INTERNATIONAL LIMITED,TSN,Software & Services
TRANSCENDENCE TECHNOLOGIES LIMITED,TTL,Software & Services
TRANSURBAN GROUP,TCL,Transportation
TREASURY WINE ESTATES LIMITED,TWE,"Food, Beverage & Tobacco"
TREK METALS LIMITED,TKM,Materials
TRIANGLE ENERGY (GLOBAL) LIMITED,TEG,Energy
TRIBECA GLOBAL NATURAL RESOURCES LIMITED,TGF,Not Applic
TRIBUNE RESOURCES LIMITED,TBR,Materials
TRIMANTIUM GROWTHOPS LIMITED,TGO,Software & Services
TRITON MINERALS LTD,TON,Materials
TROY RESOURCES LIMITED,TRY,Materials
TUNGSTEN MINING NL,TGN,Materials
TV2U INTERNATIONAL LIMITED,TV2,Software & Services
TWENTY SEVEN CO. LIMITED,TSC,Energy
TYMLEZ GROUP LIMITED,TYM,Software & Services
TZ LIMITED,TZL,Technology Hardware & Equipment
UCW LIMITED,UCW,Consumer Services
ULTRACHARGE LIMITED,UTR,Capital Goods
UNIBAIL-RODAMCO-WESTFIELD,URW,Real Estate
UNITED OVERSEAS AUSTRALIA LIMITED,UOS,Real Estate
UNITI WIRELESS LIMITED,UWL,Telecommunication Services
UNIVERSAL BIOSENSORS INC.,UBI,Health Care Equipment & Services
UNIVERSAL COAL PLC,UNV,Energy
URB INVESTMENTS LIMITED,URB,Not Applic
URBANISE.COM LIMITED,UBN,Software & Services
US MASTERS RESIDENTIAL PROPERTY FUND,URF,Real Estate
USCOM LIMITED,UCM,Health Care Equipment & Services
UUV AQUABOTIX LTD,UUV,Capital Goods
VALMEC LIMITED,VMX,Energy
VALOR RESOURCES LIMITED,VAL,Materials
VANGO MINING LIMITED,VAN,Materials
VARISCAN MINES LIMITED,VAR,Materials
VAULT INTELLIGENCE LIMITED,VLT,Software & Services
VDM GROUP LIMITED,VMG,Capital Goods
VECTUS BIOSYSTEMS LIMITED,VBS,"Pharmaceuticals, Biotechnology & Life Sciences"
VEEM LTD,VEE,Capital Goods
VENTURE MINERALS LIMITED,VMS,Materials
VENTUREX RESOURCES LIMITED,VXR,Materials
VENUS METALS CORPORATION LIMITED,VMC,Materials
VERDANT MINERALS LTD,VRM,Materials
VGI PARTNERS GLOBAL INVESTMENTS LIMITED,VG1,Not Applic
VICINITY CENTRES,VCX,Real Estate
VICTORY MINES LIMITED,VIC,Materials
VILLA WORLD LIMITED.,VLW,Real Estate
VILLAGE ROADSHOW LIMITED,VRL,Media & Entertainment
VIMY RESOURCES LIMITED,VMY,Energy
VINTAGE ENERGY LTD,VEN,Energy
VIRGIN AUSTRALIA HOLDINGS LIMITED,VAH,Transportation
VIRTUS HEALTH LIMITED,VRT,Health Care Equipment & Services
"VISIONEERING TECHNOLOGIES, INC.",VTI,Health Care Equipment & Services
VISTA GROUP INTERNATIONAL LIMITED.,VGL,Software & Services
VITA GROUP LIMITED,VTG,Retailing
VITAL METALS LIMITED,VML,Materials
VITALHARVEST FREEHOLD TRUST,VTH,Real Estate
VIVA ENERGY GROUP LIMITED,VEA,Energy
VIVA ENERGY REIT,VVR,Real Estate
VMOTO LIMITED,VMT,Automobiles & Components
VOCUS GROUP LIMITED,VOC,Telecommunication Services
VOLT RESOURCES LIMITED,VRC,Materials
VONEX LIMITED..,VN8,Telecommunication Services
VRX SILICA LIMITED,VRX,Materials
WAGNERS HOLDING COMPANY LIMITED,WGN,Materials
WALKABOUT RESOURCES LTD,WKT,Materials
WAM ACTIVE LIMITED,WAA,Not Applic
WAM CAPITAL LIMITED,WAM,Not Applic
WAM GLOBAL LIMITED,WGB,Not Applic
WAM LEADERS LIMITED,WLE,Not Applic
WAM MICROCAP LIMITED,WMI,Not Applic
WAM RESEARCH LIMITED,WAX,Not Applic
WARREGO ENERGY LIMITED,WGO,Energy
WASHINGTON H SOUL PATTINSON & COMPANY LIMITED,SOL,Energy
WATTLE HEALTH AUSTRALIA LIMITED,WHA,"Food, Beverage & Tobacco"
WCM GLOBAL GROWTH LIMITED,WQG,Not Applic
WEBJET LIMITED,WEB,Retailing
WEBSTER LIMITED,WBA,"Food, Beverage & Tobacco"
WEEBIT NANO LTD,WBT,Technology Hardware & Equipment
WELLARD LIMITED,WLD,"Food, Beverage & Tobacco"
WELLCOM GROUP LIMITED,WLL,Commercial & Professional Services
WELLNESS AND BEAUTY SOLUTIONS LIMITED,WNB,Consumer Services
WESFARMERS LIMITED,WES,Retailing
WEST AFRICAN RESOURCES LIMITED,WAF,Materials
WEST WITS MINING LIMITED,WWI,Materials
WESTERN AREAS LIMITED,WSA,Materials
WESTGOLD RESOURCES LIMITED.,WGX,Materials
WESTOZ INVESTMENT COMPANY LIMITED,WIC,Not Applic
WESTPAC BANKING CORPORATION,WBC,Banks
WESTSTAR INDUSTRIAL LIMITED,WSI,Materials
WHITE CLIFF MINERALS LIMITED,WCN,Materials
WHITE ENERGY COMPANY LIMITED,WEC,Energy
WHITE ROCK MINERALS LIMITED,WRM,Materials
WHITEBARK ENERGY LTD,WBE,Energy
WHITEFIELD LIMITED,WHF,Not Applic
WHITEHAVEN COAL LIMITED,WHC,Energy
WHITEHAWK LIMITED,WHK,Retailing
WIDE OPEN AGRICULTURE LTD,WOA,"Food, Beverage & Tobacco"
WINCHESTER ENERGY LTD,WEL,Energy
WINGARA AG LTD,WNR,"Food, Beverage & Tobacco"
WISETECH GLOBAL LIMITED,WTC,Software & Services
WISEWAY GROUP LIMITED,WWG,Transportation
WISR LIMITED,WZR,Diversified Financials
WONHE MULTIMEDIA COMMERCE LTD,WMC,Technology Hardware & Equipment
WOODSIDE PETROLEUM LTD,WPL,Energy
WOOLWORTHS GROUP LIMITED,WOW,Food & Staples Retailing
WOOMERA MINING LIMITED,WML,Materials
WORLEYPARSONS LIMITED,WOR,Energy
WPP AUNZ LTD,WPP,Media & Entertainment
XANADU MINES LTD,XAM,Materials
XENITH IP GROUP LIMITED,XIP,Commercial & Professional Services
XERO LIMITED,XRO,Software & Services
XPED LIMITED,XPE,Software & Services
XPLORE WEALTH LIMITED,XPL,Diversified Financials
XREF LIMITED,XF1,Software & Services
XRF SCIENTIFIC LIMITED,XRF,Capital Goods
XTD LTD,XTD,Media & Entertainment
XTEK LIMITED.,XTE,Capital Goods
YANCOAL AUSTRALIA LIMITED,YAL,Energy
YANDAL RESOURCES LIMITED,YRL,Materials
YELLOW BRICK ROAD HOLDINGS LIMITED,YBR,Banks
YOJEE LIMITED,YOJ,Software & Services
YOWIE GROUP LTD,YOW,"Food, Beverage & Tobacco"
